id,country,Source
3488,SN,UNIVERSITE CHEIKH ANTA DIOP DE DAKAR
3489,MA,UNIVERSITE CHOUAIB DOUKKALI
3490,FR,UNIVERSITE CLERMONT AUVERGNE
3491,FR,UNIVERSITE D'AIX MARSEILLE
3492,DZ,UNIVERSITE D'ALGER 3
3493,FR,UNIVERSITE D'ANGERS
3494,DZ,UNIVERSITE D'ANNABA
3495,FR,UNIVERSITE D'ARTOIS
3496,FR,UNIVERSITE D'AVIGNON ET DES PAYS DE VAUCLUSE
3497,HT,UNIVERSITE D'ETAT D'HAITI
3498,FR,UNIVERSITE D'EVRY-VAL D'ESSONE
3499,FR,UNIVERSITE D'EVRY-VAL D'ESSONNE
3500,FR,UNIVERSITE D'ORLEANS
3501,DZ,UNIVERSITE DE BEJAIA
3502,DZ,UNIVERSITE DE BISKRA
3503,FR,UNIVERSITE DE BORDEAUX
3504,FR,UNIVERSITE DE BRETAGNE OCCIDENTALE
3505,FR,UNIVERSITE DE BRETAGNE SUD
3506,FR,UNIVERSITE DE CAEN NORMANDIE
3507,DZ,UNIVERSITE DE CONSTANTINE 3
3508,FR,UNIVERSITE DE CORSE PASCAL PAOLI
3509,FR,UNIVERSITE DE FRANCHE-COMTE
3510,TN,UNIVERSITE DE GABES
3511,FR,UNIVERSITE DE GUYANE
3512,FR,UNIVERSITE DE HAUTE ALSACE
3513,FR,UNIVERSITE DE HAUTE ALSACE UHA
3514,CD,UNIVERSITE DE KINSHASA
3515,TN,UNIVERSITE DE LA MANOUBA
3516,FR,UNIVERSITE DE LA REUNION
3517,FR,UNIVERSITE DE LA ROCHELLE
3518,BE,UNIVERSITE DE LIEGE
3519,FR,UNIVERSITE DE LILLE
3520,FR,UNIVERSITE DE LIMOGES
3521,TG,UNIVERSITE DE LOME
3522,FR,UNIVERSITE DE LORRAINE
3523,FR,UNIVERSITE DE MARNE LA VALLEE
3524,BE,UNIVERSITE DE MONS
3525,FR,UNIVERSITE DE MONTPELLIER
3526,DZ,UNIVERSITE DE MOSTAGANEM
3527,BE,UNIVERSITE DE NAMUR ASBL
3528,FR,UNIVERSITE DE NANTES
3529,CM,UNIVERSITE DE NGOUNDERE
3530,FR,UNIVERSITE DE NICE SOPHIA ANTIPOLIS
3531,FR,UNIVERSITE DE NOUVELLE CALEDONIE
3532,BF,UNIVERSITE DE OUAGADOUGOU
3533,FR,UNIVERSITE DE PAU ET DES PAYS DE L'ADOUR
3534,FR,UNIVERSITE DE PERPIGNAN
3535,FR,UNIVERSITE DE PICARDIE JULES VERNE
3536,FR,UNIVERSITE DE POITIERS
3537,FR,UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE
3538,FR,UNIVERSITE DE RENNES I
3539,FR,UNIVERSITE DE ROUEN NORMANDIE
3540,LB,UNIVERSITE DE SAINT ESPRIT-KASLIK AUTORITE RELIGIEUSE
3541,DZ,UNIVERSITE DE SIDI BEL-ABBES* DJILLALI LIABES UNIVERSITY
3542,FR,UNIVERSITE DE STRASBOURG
3543,FR,UNIVERSITE DE TECHNOLOGIE DE BELFORT - MONTBELIARD
3544,FR,UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE
3545,FR,UNIVERSITE DE TECHNOLOGIE DE TROYES
3546,DZ,UNIVERSITE DE TLEMCEN
3547,FR,UNIVERSITE DE TOULON
3548,FR,UNIVERSITE DE TOULOUSE II - LE MIRAIL
3549,FR,UNIVERSITE DE TOURS
3550,TN,UNIVERSITE DE TUNIS
3551,TN,UNIVERSITE DE TUNIS EL MANAR
3552,FR,UNIVERSITE DE VERSAILLES SAINT-QUENTIN-EN-YVELINES.
3553,CM,UNIVERSITE DE YAOUNDE I
3554,FR,UNIVERSITE DES ANTILLES
3555,DZ,UNIVERSITE DES FRERES MENTOURI CONSTANTINE
3556,MU,UNIVERSITE DES MASCAREIGNES
3557,DZ,UNIVERSITE DES SCIENCES ET DE LA TECHNOLOGIE D'ORAN
3558,DZ,UNIVERSITE DES SCIENCES ET LA TECHNOLOGIE HOUARI BOUMEDIENE
3559,FR,UNIVERSITE DIJON BOURGOGNE
3560,FR,UNIVERSITE DU LITTORAL
3561,LU,UNIVERSITE DU LUXEMBOURG
3562,FR,UNIVERSITE DU MANS
3563,CA,UNIVERSITE DU QUEBEC A MONTREAL*UQAM
3564,MA,UNIVERSITE EURO-MEDITERRANEENNE DE FES
3565,TN,UNIVERSITE EZ-ZITOUNA
3566,CI,UNIVERSITE FELIX HOUPHOUET BOIGNY
3567,SN,UNIVERSITE GASTON BERGER DE SAINT LOUIS
3568,FR,UNIVERSITE GRENOBLE ALPES
3569,MA,UNIVERSITE HASSAN 1ER SETTAT
3570,MA,UNIVERSITE HASSAN II AIN CHOCK CASABLANCA
3571,MA,UNIVERSITE HASSAN II DE CASABLANCA
3572,MA,UNIVERSITE IBNOU ZOHR A AGADIR
3573,MA,UNIVERSITE INTERNATIONALE DE RABAT
3574,CM,UNIVERSITE INTERNATIONALE JEAN PAUL II
3575,FR,UNIVERSITE JEAN MONNET SAINT-ETIENNE
3576,CA,UNIVERSITE LAVAL
3577,FR,UNIVERSITE LE HAVRE NORMANDIE
3578,LB,UNIVERSITE LIBANAISE
3579,BE,UNIVERSITE LIBRE DE BRUXELLES
3580,FR,UNIVERSITE LUMIERE LYON 2
3581,FR,UNIVERSITE LYON 1 CLAUDE BERNARD
3582,FR,UNIVERSITE LYON 3 JEAN MOULIN
3583,MA,UNIVERSITE MOHAMMED PREMIER 1 - UMP
3584,MA,UNIVERSITE MOHAMMED V DE RABAT
3585,FR,UNIVERSITE MONTPELLIER III PAUL VALERY
3586,MA,UNIVERSITE MOULAY ISMAIL
3587,DZ,UNIVERSITE MOULOUD MAMMERI TIZI OUZOU
3588,TN,UNIVERSITE OF JENDOUBA
3589,DZ,UNIVERSITE ORAN 1
3590,FR,UNIVERSITE PARIS 13
3591,FR,UNIVERSITE PARIS 8 VINCENNES SAINT-DENIS
3592,FR,UNIVERSITE PARIS DAUPHINE
3593,FR,UNIVERSITE PARIS DESCARTES
3594,FR,UNIVERSITE PARIS DIDEROT - PARIS 7
3595,FR,UNIVERSITE PARIS I PANTHEON-SORBONNE
3596,FR,UNIVERSITE PARIS II PANTHEON ASSAS
3597,FR,UNIVERSITE PARIS III SORBONNE NOUVELLE
3598,FR,UNIVERSITE PARIS NANTERRE
3599,FR,UNIVERSITE PARIS XII VAL DE MARNE
3600,FR,UNIVERSITE PARIS-SACLAY
3601,FR,UNIVERSITE PARIS-SUD
3602,FR,UNIVERSITE PAUL SABATIER TOULOUSE III
3603,FR,UNIVERSITE PAUL-VALERY MONTPELLIER3
3604,FR,UNIVERSITE POLYTECHNIQUE HAUTS-DE-FRANCE
3605,FR,UNIVERSITE RENNES II
3606,KH,UNIVERSITE ROYALE DES BEAUX-ARTS
3607,LB,UNIVERSITE SAINT-JOSEPH
3608,BE,UNIVERSITE SAINT-LOUIS-BRUXELLES ASBL
3609,FR,UNIVERSITE SAVOIE MONT BLANC
3610,MA,UNIVERSITE SIDI MOHAMMED BEN ABDELLAH
3611,FR,UNIVERSITE TOULOUSE 1 CAPITOLE
3612,BE,UNIVERSITEIT ANTWERPEN
3613,BE,UNIVERSITEIT GENT
3614,BE,UNIVERSITEIT HASSELT
3615,NL,UNIVERSITEIT LEIDEN
3616,NL,UNIVERSITEIT MAASTRICHT
3617,NL,UNIVERSITEIT NYENRODE BV
3618,NL,UNIVERSITEIT TWENTE
3619,NL,UNIVERSITEIT UTRECHT
3620,NL,UNIVERSITEIT VAN AMSTERDAM
3621,NL,UNIVERSITEIT VAN ARUBA
3622,AL,UNIVERSITET ALEKSANDER XHUVANI ELBASAN
3623,BG,UNIVERSITET PO ARCHITEKTURA STROITELSTVO I GEODEZIJA
3624,BG,UNIVERSITET PO BIBLIOTEKOZNANIE I INFORMACIONNI TEHNOLOGII
3625,BA,UNIVERSITET ZA POSLOVNI INZENJERINGI MENADZMENT
3626,NO,UNIVERSITETET I AGDER
3627,NO,UNIVERSITETET I BERGEN
3628,NO,UNIVERSITETET I OSLO
3629,NO,UNIVERSITETET I SOROST-NORGE
3630,NO,UNIVERSITETET I STAVANGER
3631,NO,UNIVERSITETET I TROMSOE
3632,NO,UNIVERSITETET I TROMSOE - NORGES ARKTISKE UNIVERSITET
3633,AL,"UNIVERSITETI ""EQREM ÇABEJ"" I GJIROKASTRËS"
3634,XK,"UNIVERSITETI ""HAXHI ZEKA"" NË PEJË"
3635,AL,"UNIVERSITETI ""ISMAIL QEMALI"""
3636,XK,UNIVERSITETI AAB
3637,AL,UNIVERSITETI ALEKSANDER MOISIU DURRES
3638,AL,UNIVERSITETI BUJQESOR I TIRANES
3639,AL,UNIVERSITETI EUROPIAN I TIRANES
3640,AL,UNIVERSITETI I ARTEVE
3641,AL,UNIVERSITETI I MJEKESISE TIRANE
3642,XK,UNIVERSITETI I PRISHTINES
3643,XK,UNIVERSITETI I SHKENCAVE TE APLIKUARA NE FERIZAJ
3644,AL,UNIVERSITETI I TIRANES
3645,AL,UNIVERSITETI METROPOLITAN TIRANA
3646,XK,UNIVERSITETI NDERKOMBETAR PER BIZNES DHE TEKNOLOGJI UBT SHPK
3647,AL,UNIVERSITETI POLIS
3648,AL,UNIVERSITETI POLIS SHPK
3649,AL,UNIVERSITETI POLITEKNIK I TIRANES
3650,XK,UNIVERSITETI UKSHIN HOTI
3651,AL,UNIVERSITETIT TE VLORES
3652,MY,UNIVERSITI KUALA LUMPUR
3653,MY,UNIVERSITI PUTRA MALAYSIA
3654,MY,UNIVERSITI SAINS MALAYSIA*
3655,MY,UNIVERSITI TEKNIKAL MALAYSIA MELAKA
3656,MY,UNIVERSITI TEKNOLOGI MALAYSIA
3657,MY,"UNIVERSITI TEKNOLOGI MARA, SHAH ALAM"
3658,LK,UNIVERSITRY OF PERADENIYA
3659,AL,"UNIVERSITY "" FAN S. NOLI"""
3660,NE,UNIVERSITY ABDOU MOUMOUNI
3661,UK,UNIVERSITY COLLEGE BIRMINGHAM
3662,IE,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK"
3663,IE,"UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN"
3664,UK,UNIVERSITY COLLEGE LONDON
3665,TN,UNIVERSITY COLLEGE OF AVIATION & TECHNOLOGY
3666,AT,UNIVERSITY COLLEGE OF TEACHER EDUCATION STYRIA
3667,DK,UNIVERSITY COLLEGE SYDDANMARK
3668,UK,UNIVERSITY FOR THE CREATIVE ARTS
3669,BA,"UNIVERSITY LIBRARY, ""DZEMAL BIJEDIC"" UNIVERSITY OF MOSTAR"
3670,MY,UNIVERSITY MALAYSIA PAHANG
3671,MA,UNIVERSITY MOHAMED V
3672,MA,UNIVERSITY MOHAMMED V-AGDAL
3673,IN,UNIVERSITY OF AGRICULTURAL SCIENCES BENGALURU
3674,CA,UNIVERSITY OF ALBERTA
3675,MG,UNIVERSITY OF ANTANANARIVO
3676,DE,UNIVERSITY OF APPLIED SCIENCES EUROPE GMBH
3677,DE,UNIVERSITY OF APPLIED SCIENCES WUERZBURG-SCHWEINFURT
3678,NL,"UNIVERSITY OF APPLIED SCIENCES, TEACHER TRAINING COLLEGE KATHOLIEKE PABO ZWOLLE"
3679,LB,UNIVERSITY OF BALAMAND
3680,CM,UNIVERSITY OF BAMENDA
3681,UK,UNIVERSITY OF BATH
3682,KH,UNIVERSITY OF BATTAMBANG
3683,RS,UNIVERSITY OF BELGRADE - FACULTY OF MECHANICAL ENGINEERING
3684,RS,UNIVERSITY OF BELGRADE FACULTY OF LAW
3685,BZ,UNIVERSITY OF BELIZE
3686,BW,UNIVERSITY OF BOTSWANA
3687,UK,UNIVERSITY OF BRADFORD
3688,UK,UNIVERSITY OF BRIGHTON
3689,UK,UNIVERSITY OF BRISTOL
3690,CA,UNIVERSITY OF BRITISH COLUMBIA
3691,BN,UNIVERSITY OF BRUNEI DARUSSALAM
3692,CM,UNIVERSITY OF BUEA
3693,CA,UNIVERSITY OF CALGARY
3694,AU,UNIVERSITY OF CANBERRA
3695,NZ,UNIVERSITY OF CANTERBURY
3696,GH,UNIVERSITY OF CAPE COAST
3697,ZA,UNIVERSITY OF CAPE TOWN
3698,UK,UNIVERSITY OF CENTRAL LANCASHIRE
3699,UK,UNIVERSITY OF CHESTER
3700,UK,UNIVERSITY OF CHICHESTER
3701,US,UNIVERSITY OF CINCINNATI
3702,US,UNIVERSITY OF CONNECTICUT
3703,TR,UNIVERSITY OF CUKUROVA
3704,NL,UNIVERSITY OF CURACAO DR MOISES DA COSTA GOMEZ
3705,CY,UNIVERSITY OF CYPRUS
3706,VN,UNIVERSITY OF DANANG
3707,TZ,UNIVERSITY OF DAR ES SALAAM
3708,IN,UNIVERSITY OF DELHI
3709,UK,UNIVERSITY OF DERBY
3710,ME,UNIVERSITY OF DONJA GORICA
3711,IQ,UNIVERSITY OF DUHOK
3712,HU,UNIVERSITY OF DUNAUJVAROS
3713,UK,UNIVERSITY OF DUNDEE
3714,UK,UNIVERSITY OF DURHAM
3715,UK,UNIVERSITY OF EAST ANGLIA
3716,UK,UNIVERSITY OF EAST LONDON
3717,VN,UNIVERSITY OF ECONOMICS AND LAW.
3718,VN,UNIVERSITY OF ECONOMICS HO CHI MINH CITY
3719,VN,UNIVERSITY OF ECONOMICS- THE UNIVERSITY OF DANANG
3720,GH,UNIVERSITY OF EDUCATION AT WINNEBA
3721,GH,"UNIVERSITY OF EDUCATION, WINNEBA"
3722,UK,UNIVERSITY OF ESSEX
3723,MD,"UNIVERSITY OF EUROPEAN ECONOMIC AND POLITICAL STUDIES ""CONSTANTIN STERE"""
3724,US,UNIVERSITY OF FLORIDA
3725,BG,UNIVERSITY OF FOOD TECHNOLOGIES
3726,BG,UNIVERSITY OF FORESTRY
3727,JP,UNIVERSITY OF FUKUI
3728,US,"UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC"
3729,GH,UNIVERSITY OF GHANA
3730,UK,UNIVERSITY OF GLASGOW
3731,UK,UNIVERSITY OF GLOUCESTERSHIRE
3732,UK,UNIVERSITY OF GLOUCESTERSHIRE LBG
3733,ET,UNIVERSITY OF GONDAR
3734,UK,UNIVERSITY OF GREENWICH
3735,IL,UNIVERSITY OF HAIFA
3736,CU,UNIVERSITY OF HAVANA
3737,US,UNIVERSITY OF HOUSTON SYSTEM
3738,UK,UNIVERSITY OF HUDDERSFIELD
3739,UK,UNIVERSITY OF HULL
3740,IN,UNIVERSITY OF HYDERABAD
3741,JP,UNIVERSITY OF HYOGO
3742,NG,UNIVERSITY OF IBADAN
3743,US,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN
3744,"ID",UNIVERSITY OF INDONESIA
3745,KZ,UNIVERSITY OF INTERNATIONAL BUSINESS
3746,CN,UNIVERSITY OF INTERNATIONAL BUSINESS AND ECONOMICS
3747,KZ,UNIVERSITY OF INTERNATIONAL BUSINESS TOO
3748,ZA,UNIVERSITY OF JOHANNESBURG
3749,JO,UNIVERSITY OF JORDAN
3750,UK,UNIVERSITY OF KEELE
3751,LK,UNIVERSITY OF KELANIYA
3752,UK,UNIVERSITY OF KENT
3753,IR,UNIVERSITY OF KURDISTAN
3754,IQ,UNIVERSITY OF KURDISTAN HEWLER
3755,ZA,UNIVERSITY OF KWAZULU-NATAL
3756,NG,UNIVERSITY OF LAGOS-UNILAG
3757,UK,UNIVERSITY OF LANCASTER
3758,VN,"UNIVERSITY OF LANGUAGES AND INTERNATIONAL STUDIES (ULIS) - VIETNAM NATIONAL UNIVERSITY, HANOI (VNU)"
3759,UK,UNIVERSITY OF LEEDS
3760,UK,UNIVERSITY OF LEICESTER
3761,IE,UNIVERSITY OF LIMERICK
3762,UK,UNIVERSITY OF LINCOLN
3763,EL,UNIVERSITY OF MACEDONIA
3764,MY,UNIVERSITY OF MALAYA
3765,CA,UNIVERSITY OF MANITOBA
3766,TN,"UNIVERSITY OF MANOUBA, FACULTY OF LETTERS, ARTS AND HUMANITIES"
3767,US,UNIVERSITY OF MASSACHUSETTS SYSTEM
3768,MU,UNIVERSITY OF MAURITIUS
3769,IR,UNIVERSITY OF MAZANDARAN
3770,BG,UNIVERSITY OF MEDICINE - PLEVEN
3771,AU,UNIVERSITY OF MELBOURNE
3772,US,UNIVERSITY OF MICHIGAN THE REGENTS OF THE UNIVERSITY OF MICHIGAN
3773,BG,UNIVERSITY OF MINING AND GEOLOGY
3774,US,UNIVERSITY OF MISSOURI
3775,XK,UNIVERSITY OF MITROVICA
3776,XK,"UNIVERSITY OF MITROVICA ""ISA BOLETINI"
3777,TN,UNIVERSITY OF MONASTIR
3778,ME,"UNIVERSITY OF MONTENEGRO, FACULTY OF ECONOMICS"
3779,ME,"UNIVERSITY OF MONTENEGRO, FACULTY OF PHILOSOPHY"
3780,BA,UNIVERSITY OF MOSTAR
3781,"ID",UNIVERSITY OF MUHAMMADIYAH MALANG
3782,DE,UNIVERSITY OF MUSIC CARL MARIA VON WEBER DRESDEN
3783,KE,UNIVERSITY OF NAIROBI
3784,BG,UNIVERSITY OF NATIONAL AND WORLD ECONOMY
3785,CA,UNIVERSITY OF NEW BRUNSWICK CHARITABLE ORGANIZATION
3786,AU,UNIVERSITY OF NEW SOUTH WALES
3787,CZ,UNIVERSITY OF NEW YORK IN PRAGUE S.R.O.
3788,AL,UNIVERSITY OF NEW YORK TIRANA
3789,UK,UNIVERSITY OF NEWCASTLE UPON TYNE
3790,CY,UNIVERSITY OF NICOSIA
3791,RS,UNIVERSITY OF NIS
3792,US,UNIVERSITY OF NORTH CAROLINA WILMINGTON
3793,CA,UNIVERSITY OF NORTHERN BRITISH COLUMBIA
3794,UK,UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE
3795,RS,UNIVERSITY OF NOVI SAD ACADEMY OF ARTS NOVI SAD
3796,RS,UNIVERSITY OF NOVI SAD FACULTY OF SCIENCES
3797,CA,UNIVERSITY OF OTTAWA
3798,PG,UNIVERSITY OF PAPUA NEW GUINEA
3799,EL,UNIVERSITY OF PELOPONNESE
3800,LK,UNIVERSITY OF PERADENIYA
3801,IN,UNIVERSITY OF PETROLEUM AND ENERGY STUDIES
3802,EL,UNIVERSITY OF PIRAEUS RESEARCH CENTER
3803,UK,UNIVERSITY OF PLYMOUTH
3804,UK,UNIVERSITY OF PORTSMOUTH HIGHER EDUCATION CORPORATION
3805,ZA,UNIVERSITY OF PRETORIA
3806,XK,UNIVERSITY OF PRISHTINA
3807,XK,UNIVERSITY OF PRISHTINA 'HASAN PRISHTINA'
3808,IQ,UNIVERSITY OF RAPARIN
3809,LK,UNIVERSITY OF RUHUNA
3810,BG,UNIVERSITY OF RUSE ANGEL KANCHEV
3811,RW,UNIVERSITY OF RWANDA
3812,BA,UNIVERSITY OF SARAJEVO
3813,CA,UNIVERSITY OF SASKATCHEWAN
3814,CN,UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA
3815,VN,"UNIVERSITY OF SCIENCE AND TECHNOLOGY OF HANOI, VIETNAM ACADEMY OF SCIENCE AND TECHNOLOGY"
3816,DZ,UNIVERSITY OF SCIENCES AND TECHNOLOGY OF ORAN-MOHAMED BOUDIAF
3817,KR,UNIVERSITY OF SEOUL
3818,TN,UNIVERSITY OF SOUSSE
3819,AU,UNIVERSITY OF SOUTH AUSTRALIA
3820,US,UNIVERSITY OF SOUTH CAROLINA
3821,US,UNIVERSITY OF SOUTH FLORIDA BOARD OF TRUSTEES
3822,UK,UNIVERSITY OF SOUTH WALES PRIFYSGOLDE CYMRU
3823,UK,UNIVERSITY OF SOUTHAMPTON
3824,UK,UNIVERSITY OF STRATHCLYDE
3825,UK,UNIVERSITY OF SUFFOLK LTD
3826,UK,UNIVERSITY OF SUNDERLAND
3827,UK,UNIVERSITY OF SURREY
3828,AU,UNIVERSITY OF TECHNOLOGY SYDNEY
3829,IR,UNIVERSITY OF TEHRAN
3830,DE,UNIVERSITY OF THE ARTS BREMEN
3831,UK,UNIVERSITY OF THE HIGHLANDS AND ISLANDS
3832,MN,UNIVERSITY OF THE HUMANITIES
3833,US,UNIVERSITY OF THE OZARKS
3834,PH,UNIVERSITY OF THE PHILIPPINES DILIMAN
3835,PH,UNIVERSITY OF THE PHILIPPINES SYSTEM
3836,PK,UNIVERSITY OF THE PUNJAB
3837,FJ,UNIVERSITY OF THE SOUTH PACIFIC
3838,AU,UNIVERSITY OF THE SUNSHINE COAST
3839,UK,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL"
3840,UK,UNIVERSITY OF THE WEST OF SCOTLAND
3841,ZA,UNIVERSITY OF THE WESTERN CAPE
3842,ZA,UNIVERSITY OF THE WITWATERSRAND JOHANNESBURG
3843,JP,UNIVERSITY OF TOKYO
3844,VN,UNIVERSITY OF TRANSPORT TECHNOLOGY
3845,LY,UNIVERSITY OF TRIPOLI
3846,TN,UNIVERSITY OF TUNIS
3847,BA,UNIVERSITY OF TUZLA
3848,KR,UNIVERSITY OF ULSAN
3849,UK,UNIVERSITY OF ULSTER
3850,TR,UNIVERSITY OF USAK
3851,CA,UNIVERSITY OF VICTORIA
3852,US,UNIVERSITY OF VIRGINIA
3853,NZ,UNIVERSITY OF WAIKATO
3854,UK,UNIVERSITY OF WALES TRINITY SAINT DAVID ROYAL CHARTER
3855,CA,UNIVERSITY OF WATERLOO
3856,AU,UNIVERSITY OF WESTERN SYDNEY
3857,UK,UNIVERSITY OF WINCHESTER
3858,CA,UNIVERSITY OF WINDSOR
3859,US,UNIVERSITY OF WISCONSIN-RIVER FALLS
3860,AU,UNIVERSITY OF WOLLONGONG
3861,UK,UNIVERSITY OF WOLVERHAMPTON
3862,UK,UNIVERSITY OF WORCESTER
3863,MM,UNIVERSITY OF YANGON
3864,UK,UNIVERSITY OF YORK
3865,ZM,UNIVERSITY OF ZAMBIA
3866,DZ,UNIVERSITY SAAD DAHLAB OF BLIDA
3867,MK,UNIVERSITY ST KLIMENT OHRIDSKI BITOLA
3868,IT,"UNIVERSITÀ DEGLI STUDI DI ROMA ""UNITELMA SAPIENZA"""
3869,IT,UNIVERSITÀ DEGLI STUDI GIUSTINO FORTUNATO
3870,DZ,UNIVERSITÉ 20 AOUT 1955 SKIKDA
3871,DZ,UNIVERSITÉ ABDERRAHMANE MIRA-BEJAIA
3872,DZ,UNIVERSITÉ BATNA 2
3873,FR,UNIVERSITÉ CATHOLIQUE DE L'OUEST
3874,FR,UNIVERSITÉ CÔTE D'AZUR
3875,DZ,UNIVERSITÉ D'ORAN1 AHMED BEN BELLA
3876,FR,UNIVERSITÉ DE CERGY-PONTOISE
3877,TN,UNIVERSITÉ DE LA MANOUBA
3878,FR,UNIVERSITÉ DE LA POLYNÉSIE FRANÇAISE
3879,MG,UNIVERSITÉ DE MAHAJANGA
3880,DZ,UNIVERSITÉ DE MOSTAGANEM
3881,MR,UNIVERSITÉ DE NOUAKCHOTT AL AASRIYA
3882,FR,UNIVERSITÉ DE NÎMES
3883,FR,UNIVERSITÉ DE PARIS
3884,TN,UNIVERSITÉ DE SFAX
3885,TN,UNIVERSITÉ DE SOUSSE
3886,TN,UNIVERSITÉ DE TUNIS
3887,CA,UNIVERSITÉ DU QUÉBEC À TROIS-RIVIÈRES
3888,FR,UNIVERSITÉ GUSTAVE EIFFEL
3889,TN,UNIVERSITÉ LIBRE DE TUNIS
3890,DZ,UNIVERSITÉ M'HAMED BOUGARA BOUMERDÈS
3891,MA,UNIVERSITÉ MOHAMED V RABAT
3892,GA,UNIVERSITÉ OMAR BONGO
3893,BF,UNIVERSITÉ OUAGA 1 PROFESSEUR JOSEPH KI-ZERBO/LADEM UFR-SDS
3894,LB,UNIVERSITÉ SAINT - ESPRIT DE KASLIK
3895,MA,UNIVERSITÉ SIDI MOHAMMED BEN ABDELLAH (USMBA)
3896,PL,UNIVERSYTET MEDYCZNY W LODZI.
3897,SI,UNIVERZA NA PRIMORSKEM UNIVERSITA DEL LITORALE
3898,SI,UNIVERZA V LJUBLJANI
3899,SI,UNIVERZA V MARIBORU
3900,SI,UNIVERZA V NOVEM MESTU FAKULTETA ZA ZDRAVSTVENE VEDE
3901,SI,UNIVERZA V NOVI GORICI
3902,SK,UNIVERZITA  KONSTANTINA FILOZOFA VNITRE
3903,CZ,UNIVERZITA HRADEC KRALOVE
3904,SK,UNIVERZITA J. SELYEHO
3905,CZ,UNIVERZITA JANA AMOSE KOMENSKÉHO PRAHA S.R.O./JAN AMOS KOMENSKÝ UNIVERSITY PRAGUE LTD.
3906,CZ,UNIVERZITA JANA EVANGELISTY PURKYNE V USTI NAD LABEM
3907,CZ,UNIVERZITA KARLOVA
3908,CZ,UNIVERZITA KARLOVA V PRAZE
3909,SK,UNIVERZITA KOMENSKEHO V BRATISLAVE
3910,SK,UNIVERZITA KONSTANTINA FILOZOFA V NITRE
3911,SK,UNIVERZITA MATEJA BELA V BANSKEJ BYSTRICI
3912,CZ,UNIVERZITA OBRANY
3913,CZ,UNIVERZITA PALACKEHO V OLOMOUCI
3914,CZ,UNIVERZITA PARDUBICE
3915,SK,UNIVERZITA PAVLA JOZEFA SAFARIKA V KOSICIACH
3916,SK,UNIVERZITA SV. CYRILA A METODA V TRAVNE
3917,SK,UNIVERZITA SV. CYRILA A METODA V TRNAVE
3918,CZ,UNIVERZITA TOMASE BATI VE ZLINE
3919,SK,UNIVERZITA VETERINARSKEHO LEKARSTVA A FARMACIE V KOSICIACH
3920,ME,UNIVERZITET DONJA GORICA PODGORICA
3921,BA,UNIVERZITET DZEMAL BIJEDIC U MOSTARU SA SUPSIDIJARNOM ODGOVORNOSCU SASJEDISTEM U MOSTARU
3922,RS,UNIVERZITET EDUCONS U SREMSKOJ KAMENICI PRIVATNE USTANOVE
3923,ME,UNIVERZITET MEDITERAN PODGORICA PRIVATNA USTANOVA
3924,RS,UNIVERZITET SINGIDUNUM
3925,BA,UNIVERZITET U BANJOJ LUCI
3926,RS,UNIVERZITET U BEOGRADU
3927,RS,UNIVERZITET U BEOGRADU - ARHITEKTONSKI FAKULTET
3928,RS,UNIVERZITET U BEOGRADU - PRAVOSLAVNI BOGOSLOVSKI FAKULTET
3929,RS,UNIVERZITET U BEOGRADU – FAKULTET POLITIČKIH NAUKA
3930,BA,UNIVERZITET U BIHACU
3931,BA,UNIVERZITET U ISTOCNOM SARAJEVU
3932,RS,UNIVERZITET U KRAGUJEVCU
3933,RS,UNIVERZITET U NISU
3934,RS,UNIVERZITET U NOVOM PAZARU
3935,RS,UNIVERZITET U NOVOM SADU
3936,RS,UNIVERZITET U NOVOM SADU FAKULTET TEHNICKIH NAUKA
3937,RS,"UNIVERZITET U NOVOM SADU, POLJOPRIVREDNI FAKULTET NOVI SAD"
3938,BA,UNIVERZITET U SARAJEVU
3939,RS,UNIVERZITET UMETNOSTI U BEOGRADU
3940,MK,UNIVERZITET VO TETOVO
3941,MK,UNIVERZITET ZA TURIZAM I MENAGMENT VO SKOPJE
3942,BA,UNIVERZITET-SARAJEVSKA SKOLA ZA NAUKU I TEHNOLOGIJU PU
3943,PL,UNIWERSYTET ARTYSTYCZNY W POZNANIU
3944,PL,UNIWERSYTET EKONOMICZNY W KATOWICACH
3945,PL,UNIWERSYTET EKONOMICZNY W KRAKOWIE
3946,PL,UNIWERSYTET EKONOMICZNY W POZNANIU
3947,PL,UNIWERSYTET EKONOMICZNY WE WROCLAWIU
3948,PL,UNIWERSYTET GDANSKI
3949,PL,UNIWERSYTET HUMANISTYCZNO-PRZYRODNICZY IM. JANA DLUGOSZA W CZESTOCHOWIE
3950,PL,UNIWERSYTET IM. ADAMA MICKIEWICZA W POZNANIU
3951,PL,UNIWERSYTET JAGIELLONSKI
3952,PL,UNIWERSYTET JANA KOCHANOWSKIEGO W KIELCACH
