Institution Name;English Institution Name;Country Code;Institution Category - English;Name of the city;Geographic coordinates - latitude;Geographic coordinates - longitude;Total students enrolled ISCED 5-7
"École nationale supérieure d'architecture de Bretagne";;FR;Higher education in arts, cultures or architecture;Rennes;48,119452;-1,68348;m
École régionale des beaux-arts de Rennes;;FR;Higher education in arts, cultures or architecture;Rennes;48,114731;-1,677219;m
École des hautes études en santé publique;;FR;School in Law and administration;Rennes;48,117139;-1,703685;m
Institut national des sciences appliquées de Rennes;;FR;Engineering School;Rennes;48,120853;-1,635639;m
Université de Rennes 1;University of Rennes 1;FR;University;Rennes;48,1159730993;-1,67302183427;m
Université Rennes 2;University of Rennes 2 – Upper Brittany;FR;University;Rennes;48,1191077626;-1,64047456038;m
ECAM Rennes Louis de Broglie;;FR;Engineering School;Bruz;48,046935;-1,74317;m
Institut catholique de Rennes;Catholic University of Rennes;FR;Private higher education institution;Bruz;48,048722;-1,744928;m
"École des métiers de l'environnement";"École des métiers de l'environnement";FR;Engineering School;Bruz;48,044275;-1,745633;m
École des Avocats du Grand Ouest;;FR;School in Law and administration;Bruz;48,045684;-1,741622;m
"École nationale de la statistique et de l'analyse de l'information";;FR;Engineering School;Bruz;48,05067;-1,741846;m
Institut supérieur des sciences agronomiques, agroalimentaires, horticoles et du paysage;;FR;Engineering School;Rennes;48,113551;-1,706397;m
Université François-Rabelais;François Rabelais University;FR;University;Tours;47,3837342062;0,672511331156;m
"École nationale supérieure d'architecture de Grenoble";;FR;Higher education in arts, cultures or architecture;Grenoble;45,160399;5,733414;m
"École supérieure d'art de Grenoble";;FR;Higher education in arts, cultures or architecture;Grenoble;45,186518;5,726691;m
Grenoble INP;Grenoble institute of technology;FR;Grands Etablissments;Grenoble;45,191182;5,717299;m
Communauté Université Grenoble-Alpes;;FR;University;"Saint-Martin-d'Hères";45,193671;5,769445;m
"École supérieure d'art et design Saint-Étienne";;FR;Higher education in arts, cultures or architecture;Saint-Étienne;45,4507;4,385791;m
"École nationale d'ingénieurs de Saint-Étienne";;FR;Engineering School;Saint-Étienne;45,429842;4,421456;m
Telecom Saint-Étienne;;FR;Engineering School;Saint-Étienne;45,452387;4,387833;m
Université Jean Monnet;Jean Monnet University;FR;University;Saint-Étienne;45,4247719723;4,39270132858;m
"École nationale supérieure d'architecture de Saint-Étienne";;FR;Higher education in arts, cultures or architecture;Saint-Étienne;45,441154;4,381399;m
Ecole centrale de Nantes;;FR;Engineering School;Nantes;47,249063612;-1,54785926217;m
"École nationale supérieure d'architecture de Nantes";;FR;Higher education in arts, cultures or architecture;Nantes;47,206995;-1,557332;m
École supérieure des beaux-arts de Nantes Métropole;;FR;Higher education in arts, cultures or architecture;Nantes;47,20643;-1,56052;m
Université de Nantes;University of Nantes;FR;University;Nantes;47,2097222391;-1,55586883614;m
"Institut régional d'administration de Nantes";;FR;School in Law and administration;Nantes;47,251621;-1,550177;m
École supérieure du bois;;FR;Engineering School;Nantes;47,283994;-1,514506;m
"Université d'Orléans";University of Orléans;FR;University;Orléans;47,8501963689;1,9335124446;m
"École supérieure d'art et de design d'Orléans";;FR;Higher education in arts, cultures or architecture;Orléans;47,902745;1,9104;m
"École nationale d'administration pénitentiaire";;FR;School in Law and administration;Agen;44,184253;0,627079;m
"École régionale des beaux-arts d'Angers";;FR;Higher education in arts, cultures or architecture;Angers;47,466401;-0,548808;m
"École supérieure d'agriculture d'Angers";;FR;Engineering School;Angers;47,459169;-0,544065;m
"École supérieure d'électronique de l'Ouest";;FR;Engineering School;Angers;47,493224;-0,551309;m
"Facultés libres de l'Ouest";"Facultés libres de l'Ouest";FR;Private higher education institution;Angers;47,462379;-0,546661;m
"Université d'Angers";University of Angers;FR;University;Angers;47,4770921719;-0,549936885083;m
École supérieure angevine en informatique et productique;;FR;Engineering School;"Saint-Barthélemy-d'Anjou";47,46406;-0,497332;m
"École supérieure d'art et de design de Reims";;FR;Higher education in arts, cultures or architecture;Reims;49,252358;4,02966;m
Université de Reims Champagne-Ardenne;University of Reims Champagne-Ardenne;FR;University;Reims;49,2558587737;4,04031636604;m
"École nationale supérieure d'architecture de Nancy";School of architecture of Nancy;FR;Higher education in arts, cultures or architecture;Nancy;48,681589;6,172764;m
"École nationale supérieure d'art de Nancy";;FR;Higher education in arts, cultures or architecture;Nancy;48,674987;6,170266;m
Université de Lorraine;University of Lorraine;FR;Grands Etablissments;Nancy;48,6959023275;6,17666840401;m
École spéciale militaire de Saint-Cyr;;FR;Engineering School;Guer;47,945724;-2,14994;m
École militaire interarmes;;FR;School in Law and administration;Guer;47,945724;-2,14994;m
Université de Bretagne-Sud;University of Southern Brittany;FR;University;Lorient;47,7461304199;-3,39083209416;m
"Institut régional d'administration de Metz";"Institut régional d'administration de Metz";FR;School in Law and administration;Metz;49,117618;6,195248;m
"École supérieure d'ingénieurs des travaux de la construction de Metz";;FR;Engineering School;Metz;49,100385;6,216705;m
École nationale supérieure de chimie de Lille;École nationale supérieure de chimie de Lille;FR;Engineering School;"Villeneuve-d'Ascq";50,6095221001;3,13711007597;m
"École nationale supérieure d'architecture et de paysage de Lille";;FR;Higher education in arts, cultures or architecture;"Villeneuve-d'Ascq";50,62075;3,127616;m
École nationale supérieure des arts et industries textiles;;FR;Engineering School;Roubaix;50,6948152902;3,16823225912;m
École nationale supérieure des mines de Douai;;FR;Engineering School;Douai;50,746301;3,115632;m
"Groupe Institut supérieur d'agriculture de Lille";;FR;Engineering School;Lille;50,633702;3,04693;m
Institut catholique de Lille;Institut catholique de Lille;FR;Private higher education institution;Lille;50,63312;3,046699;m
"Institut supérieur de l'électronique et du numérique Lille";;FR;Engineering School;Lille;50,901544;2,547527;m
"Hautes études d'ingénieur";;FR;Engineering School;Lille;50,633709;3,045126;m
École centrale de Lille;;FR;Engineering School;"Villeneuve-d'Ascq";50,606451;3,136951;m
Université de Valenciennes et du Hainaut-Cambrésis;University of Valenciennes and Hainaut-Cambresis;FR;University;Aulnoy-lez-Valenciennes;50,3266534332;3,51141137353;m
Université Lille 1 - Sciences technologies;Lille University of Science and Technology;FR;University;"Villeneuve-d'Ascq";50,6091558173;3,14121748731;m
Université Lille 2 - Droit et Santé;Lille 2 University of Health and Law;FR;University;Lille;50,6313866957;3,07497172063;m
Université Lille 3 - Charles-de-Gaulle;Lille 3 - Charles de Gaulle University;FR;University;"Villeneuve-d'Ascq";50,6292687243;3,12601053649;m
"Institut régional d'administration de Lille";;FR;School in Law and administration;Lille;50,620896;3,074743;m
"Université du Littoral Côte d'Opale";University of the Littoral Opal Coast;FR;University;Dunkerque;51,0390439594;2,37213954487;m
IXAD École des avocats de la région Nord-Ouest;;FR;School in Law and administration;Lille;50,619455;3,068545;m
Université de technologie de Compiègne;University of technology of compiègne;FR;Technological university;Compiègne;49,415244;2,819106;m
École supérieure de chimie organique et minérale;;FR;Engineering School;Compiègne;49,401978;2,802421;m
"Université d'Artois";Artois University;FR;University;Arras;50,2836392467;2,79224969876;m
Ecole nationale des finances publiques;;FR;School in Law and administration;Noisy-le-Grand;48,838182;2,545125;m
"École nationale supérieure d'architecture de Clermont-Ferrand";;FR;Higher education in arts, cultures or architecture;Clermont-Ferrand;45,801526;3,103327;m
VetAgro Sup Lempdes;;FR;Engineering School;Lempdes;45,77601;3,176173;m
"Université de Pau et des Pays de l'Adour";"University of Pau and Pays de l'Adour";FR;University;Pau;43,3113515907;-0,364211051936;m
École supérieure d’art des Pyrénées — Pau Tarbes;;FR;Higher education in arts, cultures or architecture;Pau;43,301483;-0,367462;m
École supérieure des technologies industrielles avancées;;FR;Engineering School;Bidart;43,446185;-1,553921;m
"École nationale d'ingénieurs de Tarbes";;FR;Engineering School;Tarbes;43,2251813746;0,0532501390036;m
Université de Perpignan - Via Domitia;University of Perpignan;FR;University;Perpignan;42,6845512961;2,89904952649;m
"École nationale supérieure d'architecture de Strasbourg";;FR;Higher education in arts, cultures or architecture;Strasbourg;48,585848;7,737041;m
École supérieure des arts décoratifs de Strasbourg;;FR;Higher education in arts, cultures or architecture;Strasbourg;48,601986;7,783522;m
"École nationale du génie de l'eau et de l'environnement de Strasbourg";;FR;Engineering School;Strasbourg;48,5849778865;7,75757139239;m
Institut national des sciences appliquées de Strasbourg;;FR;Engineering School;Strasbourg;48,5816660463;7,76463716786;m
Université de Strasbourg;University of Strasbourg;FR;University;Strasbourg;48,5790481998;7,7662988517;m
Université de Haute-Alsace;University of Upper Alsace;FR;University;Mulhouse;47,7322605277;7,31485214304;m
"École nationale supérieure d'architecture de Lyon";;FR;Higher education in arts, cultures or architecture;Vaulx-en-Velin;45,779899;4,923537;m
École nationale supérieure des beaux-arts de Lyon;;FR;Higher education in arts, cultures or architecture;Lyon;45,767879;4,81704;m
École centrale de Lyon;;FR;Engineering School;Écully;45,7839548165;4,77027165631;m
Institut national des sciences appliquées de Lyon;;FR;Engineering School;Villeurbanne;45,783298;4,878137;m
"École catholique d'arts et métiers LaSalle";;FR;Engineering School;Lyon;45,764444;4,824799;m
Institut catholique de Lyon;Catholic Institute of Lyon;FR;Private higher education institution;Lyon;45,751424;4,82693;m
Université Claude Bernard - Lyon 1;Université Claude Bernard Lyon 1;FR;University;Villeurbanne;45,7818389635;4,86820956981;m
Université Lumière - Lyon 2;Lumière University Lyon 2;FR;University;Lyon;45,7507835216;4,83627413457;m
"Institut régional d'administration de Lyon";;FR;School in Law and administration;Villeurbanne;45,774663;4,861589;m
"Institut supérieur d'agriculture et d'agroalimentaire Rhône-Alpes";;FR;Engineering School;Lyon;45,727857;4,836368;m
Université Jean Moulin - Lyon 3;Jean Moulin University Lyon 3;FR;University;Lyon;45,7518568143;4,83740345143;m
"École nationale supérieure des sciences de l'information et des bibliothèques";;FR;Grands Etablissments;Villeurbanne;45,780149;4,862512;m
"École nationale des travaux publics de l'État";;FR;Engineering School;Vaulx-en-Velin;45,778498;4,923286;m
Conservatoire national supérieur musique et danse de Lyon;;FR;Higher education in arts, cultures or architecture;Lyon;45,769155;4,812549;m
Institut textile et chimique;;FR;Engineering School;Écully;45,78634;4,767521;m
École supérieure chimie physique électronique de Lyon;;FR;Engineering School;Villeurbanne;45,783865;4,869012;m
École des avocats Rhône-Alpes;;FR;School in Law and administration;Villeurbanne;45,760488;4,847127;m
École normale supérieure de Lyon;;FR;Ecole Normale Supérieure;Lyon;45,729835;4,827171;m
Université du Maine;University of Maine;FR;University;Le Mans;48,0151995608;0,157486721257;m
Université de Savoie Mont Blanc;University of Savoy Mont Blanc;FR;University;Chambéry;45,5667752347;5,91763958607;m
"École d'ingénieur de la ville de Paris";;FR;Engineering School;Paris;48,874003;2,381869;m
Faculté Libre de Droit, d’Economie et de Gestion;;FR;Private higher education institution;Paris;48,840945;2,334387;m
Université Paris-Dauphine;Paris Dauphine University;FR;Grands Etablissments;Paris;48,8710687402;2,27469249327;m
Université Paris 1 - Panthéon Sorbonne;Pantheon-Sorbonne University;FR;University;Paris;48,8468015806;2,34487583162;m
Université Panthéon-Assas;Pantheon-Assas University;FR;University;Paris;48,8468015806;2,34487583162;m
Université Sorbonne Nouvelle - Paris 3;University of Paris 3 - Sorbonne Nouvelle;FR;University;Paris;48,8488956298;2,3431338279;m
Université Paris-Sorbonne;Paris-Sorbonne University;FR;University;Paris;48,8483065485;2,34280602515;m
Université Paris Descartes;Paris Descartes University;FR;University;Paris;48,8512371457;2,34076984825;m
Université Pierre et Marie Curie;Pierre and Marie Curie University;FR;University;Paris;48,8466149367;2,35455041277;m
Université Paris Diderot;Paris Diderot University;FR;University;Paris;48,8302653928;2,38092420841;m
"École nationale supérieure d'architecture de Paris-Malaquais";;FR;Higher education in arts, cultures or architecture;Paris;48,8564148349;2,33445258579;m
"École nationale supérieure d'architecture de Paris-La Villette";;FR;Higher education in arts, cultures or architecture;Paris;48,893684;2,381056;m
"École nationale supérieure d'architecture de Paris-Belleville";;FR;Higher education in arts, cultures or architecture;Paris;48,8748787971;2,37420953374;m
Groupe ESPI École supérieure des professions immobilières;;FR;School in Law and administration;Paris;48,834123;2,30216;m
"École nationale supérieure d'arts et métiers";;FR;Engineering School;Paris;48,833541;2,358318;m
École nationale supérieure de chimie de Paris;;FR;Engineering School;Paris;48,843924;2,343714;m
Institut de physique du globe;;FR;Grands Etablissments;Paris;48,844781;2,35647;m
École supérieure de physique et de chimie industrielles de la ville de Paris;;FR;Engineering School;Paris;48,841428;2,347202;m
"Institut d'études politiques de Paris";Paris Institute of political studies;FR;Grands Etablissments;Paris;48,8541335036;2,32839514909;m
École normale supérieure de Paris;;FR;Ecole Normale Supérieure;Paris;48,8422934428;2,34428528355;m
"Institut des sciences et industries du vivant et de l'environnement";;FR;Engineering School;Paris;48,839694;2,347993;m
École nationale supérieure des arts décoratifs;;FR;Higher education in arts, cultures or architecture;Paris;48,842722;2,344585;m
