Institution Name;English Institution Name;Country Code;Institution Category - English;Name of the city;Geographic coordinates - latitude;Geographic coordinates - longitude;Total students enrolled ISCED 5-7
SKEMA Business School;SKEMA Business School;FR;m;Lille;50,637431;3,074541;m
Ecole Supérieure de Commerce et Développement – Afrique, Amériques, Asie;Ecole Supérieure de Commerce et Développement – Afrique, Amériques, Asie;FR;m;Lyon;45,768253;4,805882;m
Ecole supérieure pour le développement économique et social de Lyon;ESDES Business School;FR;m;Lyon;45,746338;4,825804;m
Institut de recherche et d’action commerciale;IDRAC Business School;FR;m;Lyon;43,647947;3,838704;m
Ecole de gestion et de commerce de Martinique;EGC Martinique;FR;m;Schoelcher;14,622144;-61,09452;m
Montpellier Business School;Montpellier Business School;FR;m;Montpellier;43,621356;3,833623;m
ICN Nancy-Metz Ecole de management;ICN Business School ARTEM;FR;m;Nancy;48,674371;6,170779;m
Ecole de gestion et de commerce de Vendée;EGC Vendée;FR;m;La Roche-sur-Yon;46,676229;-1,42703;m
Ecole supérieure des sciences commerciales d’Angers;ESSCA School of Management;FR;m;Angers;47,476927;-0,600069;m
Ecole de Gestion et de Commerce du Pacifique Sud;;FR;m;Nouméa;-22,272763;166,439608;m
Ecole supérieure de commerce et de management;;FR;m;Tours;47,365483;0,705056;m
Ecole européenne de management;European Business School Paris;FR;m;Paris;48,851177;2,288559;m
Ecole supérieure du commerce extérieur;ESCE International Business School;FR;m;Paris;48,851109;2,28853;m
ESCP Europe;ESCP Europe Business School;FR;m;Paris;48,864282;2,38069;m
Ecole Ferrandi Paris;;FR;m;Paris;48,847534;2,325397;m
Institut international du commerce et du développement;ICD International Business School;FR;m;Paris;48,883164;2,310716;m
Institut des hautes études économiques et commerciales;INSEEC Business School;FR;m;Paris;48,876204;2,370114;m
Institut de préparation à l’administration et à la gestion;IPAG Business School;FR;m;Paris;48,854494;2,331275;m
Institut supérieur du commerce de Paris;ISC Paris Business School;FR;m;Paris;48,892703;2,30103;m
Institut Superieur de Gestion;ISG Paris;FR;m;Paris;48,867284;2,275932;m
Institut supérieur privé des sciences, techniques et économie commerciales;ISTEC Paris;FR;m;Paris;48,879907;2,365886;m
Institut Français de la Mode;;FR;m;Paris;48,841243;2,369359;m
PSB Paris School of Business;PSB Paris School of Business;FR;m;Paris;48,82568;2,366384;m
Excelia Group;;FR;m;La Rochelle;46,141327;-1,155912;m
Groupe ESC Troyes;;FR;m;Troyes;48,283944;4,07903;m
Brest Business School;;FR;m;Brest;48,406296;-4,521816;m
Rennes School of Business;;FR;m;Rennes;48,128027;-1,692774;m
École de Management de Normandie;EM Normandie Business School;FR;m;Le Havre;49,489166;0,103874;m
EM Strasbourg Business School;;FR;m;Strasbourg;48,583115;7,772744;m
Ecole de gestion et de commerce d’Occitanie;EGC Occitanie;FR;m;Rodez;44,350466;2,577214;m
"Ecole des dirigeants et créateurs d'entreprise";EDC Paris Business School;FR;m;Courbevoie;48,8897;2,253176;m
École de Management Léonard de Vinci;EMLV Business School;FR;m;Courbevoie;48,896136;2,235904;m
Ecole supérieure des sciences économiques et commerciales;ESSEC Business School;FR;m;Cergy;49,03201;2,080691;m
Université Clermont Auvergne;University of Clermont Auvergne;FR;m;Clermont-Ferrand;45,7756518261;3,09242367122;m
Ελληνικό Ανοικτό Πανεπιστήμιο;Hellenic Open University;GR;UNIVERSITY;Patra;38,206531;21,767111;37764
Διεθνές Πανεπιστήμιο της Ελλάδος;International Hellenic University;GR;UNIVERSITY;Thessaloniki;40,537339;23,008514;596
Πανεπιστήμιο Δυτικής Μακεδονίας;University of Western Macedonia;GR;UNIVERSITY;Kozani;40,302807;21,793186;3506
Πανεπιστήμιο Πελοποννήσου;University of Peloponnese;GR;UNIVERSITY;Tripoli;37,512478;22,368195;8451
Χαροκόπειο Πανεπιστήμιο;Harokopio University;GR;UNIVERSITY;Athina;37,961092;23,708382;3054
Ανωτάτη Σχολή Καλών Τεχνών;Athens School of Fine Arts;GR;UNIVERSITY;Athina;37,993296;23,717552;1966
Γεωπονικό Πανεπιστήμιο Αθηνών;Agricultural University of Athens;GR;UNIVERSITY;Athina;37,982667;23,70546;6312
Πανεπιστήμιο Μακεδονίας;University of Macedonia;GR;UNIVERSITY;Thessaloniki;40,62527;22,960057;17524
Πανεπιστήμιο Πειραιώς;University of Piraeus;GR;UNIVERSITY;Athina;37,941624;23,653011;24601
Πάντειον Πανεπιστήμιο Κοινωνικών και Πολιτικών Επιστημών;Panteion University of Social and Political Sciences;GR;UNIVERSITY;Athina;37,959613;23,71928;20560
Οικονομικό Πανεπιστήμιο Αθηνών;Athens University of Economics and Business;GR;UNIVERSITY;Athina;37,994124;23,732089;22594
Πολυτεχνείο Κρήτης;Technical University of Crete;GR;UNIVERSITY;Chania;35,529893;24,068491;5663
Εθνικό Μετσόβιο Πολυτεχνείο;National Technical University of Athens;GR;UNIVERSITY;Athina;37,987716;23,731859;14479
Πανεπιστήμιο Πατρών;University of Patras;GR;UNIVERSITY;Patra;38,28923;21,785369;32200
Πανεπιστήμιο Κρήτης;University of Crete;GR;UNIVERSITY;Rethymno;35,354319;24,450288;18604
Πανεπιστήμιο Ιωαννίνων;University of Ioannina;GR;UNIVERSITY;Ioannina;39,615859;20,84509;20153
Iόνιο Πανεπιστήμιο;Ionian University;GR;UNIVERSITY;Kerkyra;39,621036;19,923885;5282
Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών;National and Kapodistrian University of Athens;GR;UNIVERSITY;Athina;37,980084;23,734195;101604
Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης;Aristotle University of Thessaloniki;GR;UNIVERSITY;Thessaloniki;40,630828;22,959222;74282
Δημοκρίτειο Πανεπιστήμιο Θράκης;Democritus University of Thrace;GR;UNIVERSITY;Komotini;41,143283;25,378558;25125
Πανεπιστήμιο Θεσσαλίας;University Of Thessaly;GR;UNIVERSITY;Volos;39,357675;22,950621;15170
Πανεπιστήμιο Αιγαίου;University of the Aegean;GR;UNIVERSITY;Lesvos;39,085119;26,568989;16218
Ανώτατη Σχολή Παιδαγωγικής και Τεχνολογικής Εκπαίδευσης;School of Pedagogical and Technological Education;GR;TECHNOLOGICAL EDUCATIONAL INSTITUTE;Athina;38,043375;23,786056;3724
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Ιονίων Νήσων;Technological Educational Institute of the Ionian Islands;GR;TECHNOLOGICAL EDUCATIONAL INSTITUTE;Kefalonia;38,180483;20,485624;4442
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Ηπείρου;Technological Educational Institute of Epirus;GR;TECHNOLOGICAL EDUCATIONAL INSTITUTE;Arta;39,121454;20,94566;8462
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Κεντρικής Μακεδονίας;Technological Educational Institute of Central Macedonia;GR;TECHNOLOGICAL EDUCATIONAL INSTITUTE;Serres;41,074798;23,553702;14176
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Δυτικής Μακεδονίας;Technological Educational Institute of Western Macedonia;GR;TECHNOLOGICAL EDUCATIONAL INSTITUTE;Kozani;40,322009;21,790868;19980
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Πελοποννήσου;Technological Educational Institute of Peloponnese;GR;TECHNOLOGICAL EDUCATIONAL INSTITUTE;Kalamata;37,061766;22,063135;5510
Ανώτατο Τεχνολογικό Εκπαιδευτικό Ίδρυμα Ανατολικής Μακεδονίας και Θράκης;Technological Educational Institute of Eastern Macedonia & Thrace;GR;TECHNOLOGICAL EDUCATIONAL INSTITUTE;Kavala;40,929319;24,379031;12057
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Κρήτης;Technological Educational Institute of Crete;GR;TECHNOLOGICAL EDUCATIONAL INSTITUTE;Heraklion;35,317628;25,102412;18092
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Θεσσαλίας;Technological Educational Institute of Thessaly;GR;TECHNOLOGICAL EDUCATIONAL INSTITUTE;Larisa;39,626249;22,380061;19302
Ανώτατο Εκπαιδευτικό Ίδρυμα Πειραιά Τεχνολογικού Τομέα;Piraeus University of Applied Sciences (Technological Education Institute of Piraeus);GR;TECHNOLOGICAL EDUCATIONAL INSTITUTE;Aigaleo;37,978767;23,673635;28303
Αλεξάνδρειο Τεχνολογικό Εκπαιδευτικό Ίδρυμα Θεσσαλονίκης;Alexander Technological Educational Institute of Thessaloniki;GR;TECHNOLOGICAL EDUCATIONAL INSTITUTE;Sindos;40,656953;22,803834;20221
Τεχνολογικό Εκπαιδευτικό Ίδρυμα Αθήνας;Technological Educational Institute of Athens;GR;TECHNOLOGICAL EDUCATIONAL INSTITUTE;Aigaleo;38,002608;23,675885;28560
Ακαδημίες Εμπορικού Ναυτικού Ασπροπύργου;Merchant Marine Academy of Aspropyrgos;GR;MERCHANT MARINE ACADEMY;Aspropyrgos;38,038728;23,586927;1616
Ακαδημίες Εμπορικού Ναυτικού Μακεδονίας;Merchant Marine Academy of Macedonia;GR;MERCHANT MARINE ACADEMY;Thessaloniki;40,471802;22,848175;1408
Ακαδημίες Εμπορικού Ναυτικού Κρήτης;Merchant Marine Academy of Crete;GR;MERCHANT MARINE ACADEMY;Chania;35,500743;24,063677;734
Ακαδημίες Εμπορικού Ναυτικού Ηπείρου;Merchant Marine Academy of Epirus;GR;MERCHANT MARINE ACADEMY;Preveza;38,970089;20,756012;687
Ακαδημίες Εμπορικού Ναυτικού Χίου;Merchant Marine Academy of Chios;GR;MERCHANT MARINE ACADEMY;Chios;38,373226;26,13302;335
Ανωτατη Εκκλησιαστικη Ακαδημια Αθηνων;Higher Ecclesiastic Academy Of Athens;GR;HIGHER ECCLESIASTIC ACADEMY;Kifisià;38,085478;23,807365;829
Ανωτατη Εκκλησιαστικη Ακαδημια Θεσσαλονικης;Higher Ecclesiastical Academy Of Thessalonica;GR;HIGHER ECCLESIASTIC ACADEMY;Thessaloniki;40,640063;22,944419;923
Ανωτατη Εκκλησιαστικη Ακαδημια Βελλας Ιωαννινων;Higher Ecclesiastical Academy Of Vella;GR;HIGHER ECCLESIASTIC ACADEMY;Kalpaki;39,884658;20,631544;455
Ανωτατη Εκκλησιαστικη Ακαδημια Ηρακλειου Κρητης;Higher Ecclesiastical Academy Of Heraklion, Crete;GR;HIGHER ECCLESIASTIC ACADEMY;Heraklion;35,324928;25,145057;563
Στρατιωτικες Σχολες Ευελπίδων;Hellenic Army Academy;GR;MILITARY SCHOOLS;Kitsi;37,841146;23,815131;m
Αστυνομικη Ακαδημια;Police Academy;GR;POLICY ACADEMY;Acharnes;38,111864;23,74401;m
ΤΕΙ Στερεάς Ελλάδας;Technological Educational Institute Of Central Greece;GR;TECHNOLOGICAL EDUCATIONAL INSTITUTE;Lamia;38,875416;22,437498;18796
Τεχνολογικο Εκπαιδευτικο Ιδρυμα Δυτικης Ελλαδας;Western Greece University of Applied Sciences;GR;TECHNOLOGICAL EDUCATIONAL INSTITUTE;Patra;38,220232;21,747341;20086
Sveučilište u Dubrovniku;University of Dubrovnik;HR;Universitiy;Dubrovnik;42,644079;18,100319;1840
Sveučilište Jurja Dobrile u Puli;Juraj Dobrila University of Pula;HR;Universitiy;Pula;44,867386;13,854182;3709
Sveučilište Josipa Jurja Strossmayera u Osijeku;Josip Juraj Strossmayer University of Osijek;HR;Universitiy;Osijek;45,56096;18,695932;17023
Sveučilište u Rijeci;University of Rijeka;HR;Universitiy;Rijeka;45,325739;14,454044;15995
Sveučilište u Splitu;University of Split;HR;Universitiy;Split;43,512161;16,441861;19214
Sveučilište u Zadru;University of Zadar;HR;Universitiy;Zadar;44,111424;15,226073;5323
Sveučilište u Zagrebu;University of Zagreb;HR;Universitiy;Zagreb;45,81057;15,969802;64207
Međimursko veleučilište u Čakovcu;Polytechnic of Međimurje in Čakovec;HR;Polytechnic;Cakovec;46,391184;16,447971;1044
Tehnicko veleučilište u Zagrebu;Polytechnic of Zagreb;HR;Polytechnic;Zagreb;45,795453;15,968948;3818
Veleučilište u Karlovcu;Karlovac University of Applied Sciences;HR;Polytechnic;Karlovac;45,49415;15,555189;1708
"Veleucilište ""Lavoslav Ružička"" u Vukovaru";College of Applied Sciences Lavoslav Ružička in Vukovar;HR;Polytechnic;Vukovar;45,358384;18,995367;923
"Veleučilište ""Marko Marulić"" u Kninu";"Polytechnic ""Marko Marulić"" in Knin";HR;Polytechnic;Knin;44,035775;16,195791;414
"Veleučilište ""Nikola Tesla"" u Gospiću";"University of Applied Sciences ""Nikola Tesla"" in Gospić";HR;Polytechnic;Gospić;44,545523;15,372791;488
Veleučilište u Požegi;Polytechnic in Požega;HR;Polytechnic;Požega;45,334835;17,680353;1146
Veleučilište u Rijeci;Polytechnic of Rijeka;HR;Polytechnic;Rijeka;45,32796;14,438264;2146
Veleučilište u Šibeniku;Polytechnic of Šibenik;HR;Polytechnic;Šibenik;43,729282;15,904614;1026
Veleučilište u Slavonskom Brodu;College of Slavonski Brod;HR;Polytechnic;Slavonski Brod;45,165537;18,00928;1019
Zdravstveno veleučilište Zagreb;University of Applied Health Sciences, Zagreb;HR;Polytechnic;Zagreb;45,827349;15,977899;2891
Veleučilište Velika Gorica;University of Applied Sciences Velika Gorica;HR;Polytechnic;Velika Gorica;45,714439;16,073946;1740
Veleučilište VERN`, Zagreb;Vern University of Applied Sciences, Zagreb;HR;Polytechnic;Zagreb;45,813115;15,985218;1707
Visoka policijska škola u Zagrebu;The Police College Zagreb, Croatia;HR;School of professional higher education;Zagreb;45,838752;16,031637;487
Visoko gospodarsko učilište u Križevcima;Križevci College of Agriculture;HR;School of professional higher education;Križevci;46,027579;16,551122;536
Visoka škola za menadžment u turizmu i informatici u Virovitici;College for Management in Tourism and Informatics in Virovitica;HR;School of professional higher education;Virovitica;45,841854;17,387174;403
RIT Croatia;Rochester Institute of Technology Croatia;HR;School of professional higher education;Dubrovnik;42,642021;18,10301;519
Visoka škola za informacijske tehnologije, Zagreb;College for Information Technologies, Zagreb;HR;School of professional higher education;Zagreb;45,809094;15,962404;551
Veleučilište Baltazar Zaprešić;University of Applied Sciences Baltazar Zaprešić;HR;School of professional higher education;Zaprešić;45,865363;15,80077;1544
Visoka škola za sigurnost, Zagreb;College of occupational safety and health;HR;School of professional higher education;Zagreb;45,795287;15,971348;324
Visoka tehnicka škola u Bjelovaru;Technical college in Bjelovar;HR;School of professional higher education;Bjelovar;45,899717;16,8422;704
Zagrebacka škola ekonomije i managementa, Zagreb;Zagreb School of Economics and Management, Zagreb;HR;School of professional higher education;Zagreb;45,827275;15,998559;685
Politehnika Pula, Visoka tehničko-poslovna škola s pravom javnosti, Pula-Pola;Polytechnic Pula - College of applied sciences, Pula-Pola;HR;School of professional higher education;Pula;44,871418;13,842597;175
Visoka poslovna škola Zagreb;Zagreb School of Business;HR;School of professional higher education;Zagreb;45,799355;15,971284;376
Visoko učilište Algebra – Visoka škola za primijenjeno računalstvo, Zagreb;University College Algebra – University College for Applied Computer Engineering, Zagreb;HR;School of professional higher education;Zagreb;45,814992;15,944925;737
Visoko učilište Effectus – Visoka škola za financije i pravo, Zagreb;University College EFFECTUS – College for Finance and Law, Zagreb;HR;School of professional higher education;Zagreb;45,815793;16,009183;596
Sveučilište Sjever, Koprivnica;University North, Koprivnica;HR;Universitiy;Koprivnica;46,174127;16,842374;2892
Edward Bernays Visoka škola za komunikacijski menadžment, Zagreb;Edward Bernays College of Communication Management;HR;School of professional higher education;Zagreb;45,812838;15,987748;292
Hrvatsko katoličko sveučilište, Zagreb;Croatian Catholic University, Zagreb;HR;Universitiy;Zagreb;45,813976;15,944284;851
Libertas Međunarodno Sveučilište;Libertas International University;HR;Universitiy;Zagreb;45,815161;16,012595;1288
Budapesti Corvinus Egyetem (BCE);Corvinus University of Budapest;HU;university;Budapest;47,486125;19,057971;11177
Budapesti Műszaki és Gazdaságtudományi Egyetem (BME);Budapest University of Technology and Economics;HU;university;Budapest;47,481403;19,055727;22288
Debreceni Egyetem (DE);University of Debrecen;HU;university;Debrecen;47,531605;21,627312;25940
Eötvös Loránd Tudományegyetem (ELTE);Eötvös Loránd University;HU;university;Budapest;47,490597;19,058553;25911
Kaposvári Egyetem (KE);Kaposvár University;HU;university;Kaposvár;46,384823;16,826064;2747
Liszt Ferenc Zeneművészeti Egyetem (LFZE);Liszt Ferenc Academy of Music (University);HU;university;Budapest;47,503202;19,064358;799
Magyar Képzőművészeti Egyetem (MKE);Hungarian Academy of Fine Arts;HU;university;Budapest;47,507521;19,067038;699
Miskolci Egyetem (ME);University of Miskolc;HU;university;Miskolc;48,082049;20,766898;9342
Moholy-Nagy Művészeti Egyetem (MOME);Moholy-Nagy University of Art and Design;HU;university;Budapest;47,480031;19,057853;806
Nyugat-magyarországi Egyetem (NYME);University of West Hungary;HU;university;Sopron;47,680249;16,57719;4810
Pannon Egyetem (PE);University of Pannonia;HU;university;Veszprém;47,087849;17,908211;6213
Pécsi Tudományegyetem (PTE);University of Pécs;HU;university;Pécs;46,073616;18,238352;18702
Semmelweis Egyetem (SE);Semmelweis University;HU;university;Budapest;47,48728;19,067485;10364
Széchenyi István Egyetem (SZE);Széchenyi István University;HU;university;Győr;47,692733;17,627563;12569
Szegedi Tudományegyetem (SZTE);University of Szeged;HU;university;Szeged;46,249741;20,145895;20866
Szent István Egyetem (SZIE);Szent István University;HU;university;Gödöllő;47,593147;19,364159;12653
Színház- és Filmművészeti Egyetem (SZFE);University of Theatre and Film Arts;HU;university;Budapest;47,495248;19,066201;388
Andrássy Gyula Budapesti Német Nyelvű Egyetem;Andrássy Gyula University, Budapest;HU;university;Budapest;47,492163;19,063941;220
Debreceni Református Hittudományi Egyetem (DRHE);Debrecen Reformed Theological University;HU;university;Debrecen;47,53395;21,62412;588
Károli Gáspár Református Egyetem (KRE);Károli Gáspár University of the Reformed Church in Hungary;HU;university;Budapest;47,48887;19,061728;7660
Közép-európai Egyetem (KEE);Central European University;HU;university;Budapest;47,500542;19,049579;420
Pázmány Péter Katolikus Egyetem (PPKE);Pázmány Péter Catholic University;HU;university;Budapest;47,491685;19,065753;7868
Budapesti Gazdasági Egyetem (BGE);Budapest Business School – University of Applied Sciences;HU;college;Budapest;47,508141;19,124513;15641
Óbudai Egyetem (OE);Óbuda University;HU;university;Budapest;47,533849;19,034423;11552
Dunaújvárosi Egyetem (DE);University of Dunaújváros;HU;college;Dunaújváros;46,96046;18,933682;1716
Eötvös József Főiskola (EJF);Eötvös József College;HU;college;Baja;46,184083;18,954943;656
Eszterházy Károly Egyetem (EKE);Eszterházy Károly University;HU;college;Eger;47,900062;20,375568;7939
Magyar Táncművészeti Főiskola (MTF);Hungarian Dance Academy;HU;college;Budapest;47,519704;19,093015;485
Nyíregyházi Egyetem (NYE);University of Nyíregyháza;HU;college;Nyíregyháza;46,773158;20,442603;3761
A Tan Kapuja Buddhista Főiskola (TKBF);"""The Gate of the Teaching"" Buddhist College";HU;college;Budapest;47,463228;19,112403;224
Apor Vilmos Katolikus Főiskola (AVKF);Apor Vilmos Catholic College;HU;college;Vác;47,774885;19,130657;1011
Baptista Teológiai Akadémia (BTA);Baptist Theological Seminary;HU;college;Budapest;47,51107;19,075556;481
Budapesti Metropolitan Egyetem (METU);Budapest Metropolitan University;HU;college;Budapest;47,506309;19,135156;6069
Gábor Dénes Főiskola (GDF);Dennis Gabor College;HU;college;Budapest;47,465317;19,037153;1230
Gál Ferenc Főiskola (GFF);Gál Ferenc College;HU;college;Szeged;46,24817;20,147567;1119
IBS Nemzetközi Üzleti Főiskola (IBS);International Business School;HU;college;Budapest;47,560905;19,055854;1511
Kodolányi János Főiskola (KJF);Kodolányi János University of Applied Sciences;HU;college;Székesfehérvár;47,201218;18,40493;2025
Pető András Főiskola (PAF);Pető András College;HU;college;Budapest;47,511809;19,003714;278
Pécsi Püspöki Hittudományi Főiskola;Theological College of Pécs;HU;college;Pécs;46,079377;18,227075;205
Sapientia Szerzetesi Hittudományi Főiskola (SSZHF);Sapientia College of Theology of Religious Orders;HU;college;Budapest;47,49275;19,052517;261
Sárospataki Református Teológiai Akadémia (SRTA);Sárospatak Theological Academy of the Reformed Church;HU;college;Sárospatak;48,322961;21,571206;211
Sola Scriptura Lelkészképző és Teológiai Főiskola (SSTF);Sola Scriptura College of Theology;HU;college;Biatorbágy;47,468337;18,829011;202
Szent Atanáz Görög Katolikus Hittudományi Főiskola;Szent Atanáz Greek Catholic Theological Institute, Nyíregyháza;HU;college;Nyíregyháza;47,95545;21,712534;246
Szent Pál Akadémia (SZPA);Saint Paul Academy;HU;college;Budapest;47,468693;19,149829;644
Tomori Pál Főiskola (TPFK);Tomori Pál College;HU;college;Budapest;47,411115;19,012108;555
Wekerle Sándor Üzleti Főiskola (WSUF);Wekerle Business School;HU;college;Budapest;47,485733;19,080819;532
Wesley János Lelkészképző Főiskola (WJLF);John Wesley Theological College;HU;college;Budapest;47,490926;19,082116;202
Zsigmond Király Egyetem;King Sigismund University of Applied Sciences;HU;college;Budapest;47,601099;19,063798;1451
Nemzeti Közszolgálati Egyetem (NKE);National University of Public Service;HU;university;Budapest;47,481966;19,085861;5704
Edutus Főiskola (EDUTUS);Edutus College;HU;college;Tatabánya;47,586968;18,399771;958
Neumann János Egyetem (NJE);John von Neumann University;HU;university;Kecskemét;46,896104;19,669135;4393
Állatorvostudományi Egyetem;University of Veterinary Medicine;HU;university;Budapest;47,503676;19,078455;1876
Testnevelési Egyetem;University of Physical Education;HU;university;Budapest;47,494168;19,0242;2014
University College Dublin;University College Dublin;IE;University;Dublin;53,308265;-6,223639;23306
University College Cork;University College Cork;IE;University;Cork;51,891878;-8,493827;17601
National University of Ireland, Galway;National University of Ireland, Galway;IE;University;Galway;53,277024;-9,061486;15688
Trinity College Dublin;Trinity College Dublin;IE;University;Dublin;53,343794;-6,254572;14742
Maynooth University;Maynooth University;IE;University;Maynooth;53,379853;-6,596787;11022
Dublin City University;Dublin City University;IE;University;Dublin;53,385062;-6,256786;14453
University of Limerick;University of Limerick;IE;University;Limerick;52,673615;-8,572108;12211
Athlone Institute of Technology;Athlone Institute of Technology;IE;Institute of Technology;Athlone;53,418939;-7,905093;4356
Cork Institute of Technology;Cork Institute of Technology;IE;Institute of Technology;Cork;51,886048;-8,533569;10326
Dublin Institute of Technology;Dublin Institute of Technology;IE;Institute of Technology;Dublin;53,337144;-6,268237;16686
Dún Laoghaire Institute of Art, Design and Technology;Dún Laoghaire Institute of Art, Design and Technology;IE;Institute of Technology;Dún Laoghaire;53,28111;-6,155835;2312
Dundalk Institute of Technology;Dundalk Institute of Technology;IE;Institute of Technology;Dundalk;53,98488;-6,393995;4920
Galway-Mayo Institute of Technology;Galway-Mayo Institute of Technology;IE;Institute of Technology;Galway;53,278429;-9,011151;6272
Institute of Technology, Blanchardstown;Institute of Technology, Blanchardstown;IE;Institute of Technology;Dublin;53,404749;-6,378063;2992
Institute of Technology, Carlow;Institute of Technology, Carlow;IE;Institute of Technology;Carlow;52,827298;-6,936106;6951
Institute of Technology, Sligo;Institute of Technology, Sligo;IE;Institute of Technology;Sligo;54,278553;-8,46009;3663
Institute of Technology, Tallaght;Institute of Technology, Tallaght;IE;Institute of Technology;Dublin;53,291058;-6,362994;4893
Institute of Technology, Tralee;Institute of Technology, Tralee;IE;Institute of Technology;Tralee;52,286301;-9,673084;2728
Letterkenny Institute of Technology;Letterkenny Institute of Technology;IE;Institute of Technology;Letterkenny;54,952413;-7,720889;3733
Limerick Institute of Technology;Limerick Institute of Technology;IE;Institute of Technology;Limerick;52,674893;-8,648508;5730
Waterford Institute of Technology;Waterford Institute of Technology;IE;Institute of Technology;Waterford;52,245878;-7,138828;7345
Mary Immaculate College of Education, Limerick;Mary Immaculate College of Education, Limerick;IE;College;Limerick;52,652656;-8,636921;3641
National College of Art & Design, Dublin;National College of Art & Design, Dublin;IE;College;Dublin;53,34292;-6,278675;1138
RCSI Univeristy of Medicine and Health Sciences;RCSI Univeristy of Medicine and Health Sciences;IE;College;Dublin;53,338962;-6,262036;3251
"St. Angela's College, Sligo";"St. Angela's College, Sligo";IE;College;Sligo;54,25912;-8,383619;1047
Landbúnaðarháskóli íslands;Agricultural University of Iceland;IS;University;Hvanneyri;64,560912;-21,770392;m
Háskólinn á Bifröst;Bifröst University;IS;University;Bifröst;64,766708;-21,551807;m
Háskólinn á Hólum;Hólar University College;IS;University;Sauðárkrókur;65,733563;-19,11334;m
Listaháskóli Íslands;Iceland Academy of Arts;IS;University;Reykjavík;64,141432;-21,91311;m
Háskólinn í Reykjavík;Reykjavik University;IS;University;Reykjavík;64,123726;-21,925436;m
Háskólinn á Akureyri;University of Akureyri;IS;University;Akureyri;65,685463;-18,12232;m
Háskóli Íslands;University of Iceland;IS;University;Reykjavík;64,13962;-21,95189;m
Università Politecnica delle MARCHE;Marche Polytechnic University;IT;University;Ancona;43,617252;13,513054;16038
"Università della VALLE D'AOSTA";Università della Valle d’Aosta;IT;University;Aosta;45,743202;7,318096;1057
Università della CALABRIA;University of Calabria;IT;University;Arcavacata Di Rende;39,365036;16,225714;26154
Politecnico di BARI;Polytechnic of Bari;IT;Technical University;Bari;41,108943;16,878343;9657
Università degli Studi di BARI ALDO MORO;University of Bari Aldo Moro;IT;University;Bari;41,120639;16,868435;45936
Università degli Studi del SANNIO di BENEVENTO;University of Sannio;IT;University;Benevento;41,130272;14,779476;5128
"Università Telematica ""GIUSTINO FORTUNATO""";"Online University ""Giustino Fortunato""";IT;Online University;Benevento;41,127839;14,781491;4043
Università degli Studi di BERGAMO;University of Bergamo;IT;University;Bergamo;45,704412;9,66053;16958
Università degli Studi di BOLOGNA;University of Bologna;IT;University;Bologna;44,496894;11,352395;81500
Libera Università di BOLZANO;Free University of Bozen-Bolzano;IT;University;Bolzano;46,498443;11,349001;3287
Università degli Studi di SCIENZE GASTRONOMICHE;University of Gastronomic Sciences;IT;University;Pollenzo;44,683259;7,895103;414
Università degli Studi di BRESCIA;University of Brescia;IT;University;Brescia;45,53785;10,217285;14581
Università degli Studi di CAGLIARI;University of Cagliari;IT;University;Cagliari;39,217548;9,114957;26162
Università degli Studi di CAMERINO;University of Camerino;IT;University;Camerino;43,13565;13,068325;7345
Università degli Studi del MOLISE;University of Molise;IT;University;Campobasso;41,553893;14,666356;7013
"Libera Università Mediterranea ""Jean Monnet"" – LUM";LUM Jean Monnet University;IT;University;Casamassima;40,975836;16,918723;2806
Universita degli studi di Cassino e del Lazio Meridionale;University of Cassino and Southern Lazio;IT;University;Cassino;41,471948;13,828331;7745
"Università ""Carlo Cattaneo"" - LIUC";LIUC – Università Cattaneo;IT;University;Castellanza;45,610651;8,901944;2230
Università degli Studi di CATANIA;University of Catania;IT;University;Catania;37,503567;15,086498;43607
"Università degli Studi ""Magna Graecia"" di CATANZARO";"University ""Magna Graecia""";IT;University;Catanzaro;38,867551;16,579488;10710
"Università degli Studi ""G. d'Annunzio"" CHIETI-PESCARA";University G. d’Annunzío in Chieti-Pescara;IT;University;Chieti;42,369547;14,148256;25590
UKE - Università Kore di ENNA;Kore University of Enna (UKE);IT;University;Enna;37,553656;14,294141;5700
Università degli Studi di FERRARA;University of Ferrara;IT;University;Ferrara;44,833416;11,626228;16398
Università degli Studi di FIRENZE;University of Florence;IT;University;Firenze;43,777518;11,258827;52310
"Università Telematica ""ITALIAN UNIVERSITY LINE"" - IUL";Italian University Line - IUL;IT;Online University;Firenze;43,770633;11,264264;248
Università degli Studi di FOGGIA;University of Foggia;IT;University;Foggia;41,449875;15,566522;9751
Università degli Studi di GENOVA;University of Genoa;IT;University;Genova;44,414684;8,926736;32994
"Università degli Studi de L'AQUILA";"University of L'Aquila";IT;University;"L'Aquila";42,356676;13,382864;17584
Università del SALENTO;University of Salento;IT;University;Lecce;40,349579;18,16723;16863
